uniprot_id,protein_name,length,disorder_content
E9PRS1,,16,
H0Y6A4,,126,
H0Y900,Centrosomal protein of 63 kDa,447,
C9J5X1,Tyrosine-protein kinase receptor,1366,0.059
H3BQU4,,205,
F5GXY0,,144,
A0A7P0TBI0,,373,0.193
E5RJN2,,144,
E5RIU9,,209,0.105
E5RGP4,,114,
A0A1B0GTN9,,1192,0.399
H0YG20,"alpha-1,2-Mannosidase",731,0.163
C9JCW7,Transmembrane and ubiquitin-like domain-containing protein 1,170,0.4
A0A669KBE7,,1035,0.257
H0Y8Q1,,64,
Q5SXX7,ethanolamine kinase,147,
V9GYB0,,96,
I3L1D0,,174,
D6RCB6,Bifunctional lysine-specific demethylase and histidyl-hydroxylase,112,
A0A9L9PY30,,117,0.538
H3BTL3,CDAN1-interacting nuclease 1,101,0.267
M0QYH7,Prostate tumor-overexpressed gene 1 protein,283,0.124
U3KQ92,,61,0.377
A0A6Q8PGG9,E3 ubiquitin-protein ligase,2068,0.308
F5GXT2,,757,0.03
E7EV89,,715,
A0A5F9ZHA5,,168,0.125
H0YB25,,223,0.457
Q5VU79,,1097,0.535
A0A7P0TAW1,,225,0.236
F1LLU7,,197,
E9PCY9,Cellular tumor antigen p53,127,0.37
A0A6Q8PFZ2,,47,
H0YCX3,,464,0.114
A0A804HJQ0,Serine/threonine-protein kinase receptor,507,
M0R264,,182,
A0A804HKL3,Protein O-mannosyl-transferase 2,199,
H7BXU7,,956,0.202
M0QXF0,,39,
E5RH75,,47,
H3BQB4,,113,
M0QZ46,,86,
A0A5F9ZI17,,163,0.141
E9PNK7,,87,0.529
I3L3C4,Large ribosomal subunit protein uL1,158,
H7C594,,193,
H3BSF7,,125,
C9IZR6,,156,0.481
H0Y5M6,,185,
H0YKG4,,94,
F5H8B8,,145,
E9PFL9,,134,
H0YEV0,,109,0.22
A0A7P0TB22,,272,
R4GNI9,,85,0.824
A0A2R8YH65,,17,
D6RBU0,,44,
F8VNT7,,113,
D6RA70,RNA helicase,739,0.05
A0A3B3ISN2,,104,
E5RFV3,,132,
H7BYC8,Cytoplasmic dynein 2 light intermediate chain 1,318,
A0A3B3IU24,,374,
A0A494C1G9,,44,
C9J1R5,,58,
A0A087WZN9,,1790,0.126
E9PE37,,62,
E9PLC7,,159,
K7ERZ5,,545,0.061
H0YB41,,86,
G3V4C4,,438,0.107
C9JSA3,,134,
J3KNP2,,697,
G3V2J8,,174,
M0QYZ8,,101,
K7EQG4,FXYD domain-containing ion transport regulator,115,0.252
H3BPP3,Mannose-6-phosphate isomerase,287,
F5GY88,Mediator of RNA polymerase II transcription subunit 24,1008,
H0YG15,Nuclear pore complex protein,80,
H0YMP8,Phospholipid-transporting ATPase,717,
V9GYN3,,62,
A0A6Q8PFS3,,1172,0.078
R4GRW0,,64,
A0A0G2JPQ3,,343,
A0A087WZ36,,97,
A0A8V8TQE5,Nucleolar protein 10,65,
S4R3A5,2'-5' oligoadenylate synthase,403,
H0YMB0,,353,0.283
H7BZH6,,216,
A0A5F9ZI06,,981,0.045
K7EQ91,Zinc transporter ZIP6,273,
D6RID8,,253,
A0A140T910,Flotillin,147,
H7C2E3,Glutathione S-transferase LANCL1,147,
I3L0V3,,237,
C9JFK7,,87,
A0A3B3IUF8,,662,0.106
M0QYZ9,Ribosome biogenesis protein NOP53,149,0.195
H0YAL8,,163,
E9PLG2,,184,0.196
J3KRZ0,Spindle and kinetochore-associated protein 2,62,
E9PF58,,279,
A0A1B0GTZ7,,232,
F5H1Q7,,86,
A0A5F9ZHV2,,608,0.747
E9PRS5,,44,
D6RJB5,,35,
E9PQ83,,49,0.408
A0A6Q8PHN9,,378,
A0A2R8Y6D6,,111,
E9PKF8,,185,0.254
E9PRH8,,103,1.0
E9PRW9,,81,0.395
E9PB94,,943,
A0A6Q8PHJ7,,62,0.419
A0A2R8Y6P1,,1318,0.75
C9JN04,,152,0.434
E9PPC5,,44,
A0A7P0T806,,105,
F2Z3Q2,,161,
H0YEC1,,59,
F5H6Q3,,46,
A0A5F9ZI19,,257,0.732
A0A5F9ZHC9,,1910,0.07
F5H1Y9,,18,
A0A1B0GVX9,,137,
F5H479,Ragulator complex protein LAMTOR1,99,0.737
F5H627,,148,
H7C3G8,,212,
D6RIF4,,43,
B0QY18,,136,
A0A8I5KYE8,,1599,
A0A0A6YYB9,Golgi apparatus membrane protein TVP23 homolog,164,0.128
B1AKR2,,124,0.726
H0YJW1,,123,
F6RAJ7,Cysteine-rich DPF motif domain-containing protein 1,118,0.186
H0Y8M4,,175,
D6RID2,,150,
D6RFJ3,,42,1.0
A0A075B6X3,,22,
H7C5F6,,41,
A0A8Q3WK91,,431,0.109
H3BP76,,94,
F8VZ51,Cyclin-dependent kinase 4,208,
A0A994J792,,144,0.292
H7BZC7,,292,
F8VY04,nucleoside-diphosphate kinase,190,
H0YBU9,,119,
H7C470,,246,0.081
E9PJL7,Alpha-crystallin B chain,129,
B1AHL2,Fibulin-1,721,
Q5TDH4,DnaJ homolog subfamily C member 16,655,0.049
F8W9G7,,125,
F5H0C4,,393,
B1APQ1,,86,0.372
F8WB62,,75,
J3KTA8,,84,
H3BQW1,,140,0.15
K7ER78,,71,
A0A087WZI0,,202,0.436
H3BMG1,,62,
J3KNC0,,59,
B8ZZQ2,,68,
F5H755,,235,
F8WDJ3,,49,
J3QR00,,187,
H7C012,"Phospholipase B1, membrane-associated",510,
M0QYI2,,73,1.0
A0A0E3D6N2,,65,1.0
K7EQD4,,15,
K7EQV0,,751,
A6NLH6,Protein cornichon homolog 4,137,
A6NKB8,,611,
H3BU42,,80,0.537
E9PLI3,Delta(14)-sterol reductase TM7SF2,292,
U3KPX2,,273,
C9J3Z0,long-chain-fatty-acid--CoA ligase,213,
H3BTZ6,,296,
I3L4S9,,81,
K7ESM5,Tubulin beta chain,338,
M0QZK1,,78,0.295
D6RAK2,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",104,0.25
A0A8I5KRH8,Rab3 GTPase-activating protein catalytic subunit,789,0.028
I3L228,,207,
C9JJV4,,189,
C9J417,,122,0.877
E5RFL8,,76,
F5H4B6,,639,
H7C367,,234,0.197
H0Y7L6,,738,0.111
U3KQL2,acylphosphatase,172,0.43
H0YFU1,,172,
R4GN77,,123,0.52
E9PJQ7,,12,
H0Y8A5,,748,0.029
F8VXH8,,344,0.16
H0YE28,,94,
I3L4M4,,189,
C9JGT0,,351,
Q5T9H5,Nanos homolog 1,84,0.298
E9PNV3,Radixin,148,
A0A087WUU1,,182,
M0QXB1,,80,
H3BUP3,,57,
E9PNL8,Diacylglycerol kinase,707,0.086
H0YNR6,,192,
E5RIK5,,37,
H0YDT4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",93,0.28
H3BMQ2,Probable ribosome biogenesis protein RLP24,146,
E5RFY4,Centrosomal protein 57kDa-like protein 1,477,0.052
A0A1B0GUZ2,Renin,368,
A0A0G2JNF3,,427,0.087
D6RFH3,,87,0.69
F8WEN6,,84,
H0YKC4,,62,
A0A0C4DGV0,,307,
A0A087X226,,99,0.465
A0A140T9B7,,442,
V9GYD8,,59,
J3KPD9,nucleoside-diphosphate kinase,197,
K7EN04,,203,
C9JHV0,,29,1.0
H0YL38,C2H2-type domain-containing protein,747,0.257
C9J9K1,,99,0.616
C9J0Z4,,76,
A0A2R8Y429,,101,0.634
M0QXX4,,263,
A0A7I2V3S6,peptidylprolyl isomerase,129,
H7BY63,,936,0.087
A0A7I2V3J2,,229,0.183
A0A7I2V5X6,,310,
H0Y8R2,Netrin receptor UNC5,898,
A0A7I2XYG4,,134,
A0A6Q8PF04,,33,
A0A494C170,,103,
A0A2R8Y5D4,Syntaxin-binding protein 1,580,
A0A590UJZ5,,337,
A0A7I2YQC0,Nucleophosmin,323,0.406
A0A2R8Y5Q3,Epsilon-sarcoglycan,453,
A0A590UJ40,Unconventional myosin-VI,1294,0.017
A0A2R8YDM8,,128,0.445
A0A9L9PXI9,Fibroblast growth factor,158,
A0A2R8Y4L3,,495,0.594
A0A8V8TMM6,,796,0.116
A0A9H4DHQ2,,446,
F8WDB6,,267,
D6RJB3,,19,
A0A6I8PL95,,53,0.717
A0A7I2V339,,264,0.299
A0A7P0T8S1,non-specific serine/threonine protein kinase,2442,
A0A8V8TQ34,,822,0.078
A0A8I5KUF2,,106,
A0A994J5S7,,337,
G8JLH9,Signal transducer and activator of transcription,672,
E9PI58,,77,1.0
A0A8V8TNG4,,135,
A0A994J4Y8,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",288,0.101
J3QL38,,96,
H0YAM7,Small ribosomal subunit protein RACK1,247,
H3BNA0,,130,0.623
F8W8Y1,,179,
E7EW77,,480,0.483
K7ERA1,E3 ubiquitin-protein ligase,149,
A0A0B4J1R4,4-hydroxyphenylpyruvate dioxygenase,393,0.028
F8VR30,,30,1.0
A0A087X0F1,,1035,0.058
E9PR21,Cathepsin B,320,
E9PLV6,,234,
H0YBX2,Deoxyribonuclease TATDN1,202,
H7C495,,149,0.188
F5H3P4,Acrosin-binding protein,100,
H3BMZ9,Mannose-6-phosphate isomerase,264,
K7ELM0,,143,
M0R1V5,,110,
D6RIW7,,26,1.0
H0YKH7,,35,
D6RAF2,polynucleotide adenylyltransferase,441,0.059
A0A087WTW8,,50,0.44
A0A087X1T3,Conserved oligomeric Golgi complex subunit 8,121,
A0A1B0GTI7,,50,0.46
M0QZ02,,135,
H3BNR3,,64,
A0A1B0GVB7,,147,0.469
F8W822,,421,0.102
C9JP83,,171,0.661
A0A2R8YEZ3,,153,
E9PLY4,,325,
A0A2R8YGJ7,,856,0.242
H7C2I8,,203,
J3KTF0,,78,0.436
A0A0G2JQ10,,448,0.408
A0A0U1RQY4,phenylalanine 4-monooxygenase,143,
B9ZVR7,,858,0.707
A0A804HK32,,90,
M0R2W7,5'-3' exonuclease PLD3,111,
A0A669KB11,,109,0.569
A0A7P0TB68,,234,
A0A8I5QKZ8,,1230,0.076
H0YBT8,,454,0.174
D6RJA3,,157,
Q5THT1,,139,
A0A8V8TLY5,Ig-like domain-containing protein,104,
E7EXA6,,975,0.184
A0A590UJW0,,1081,0.081
H0Y8Z5,,82,
E7EQS8,Methylcytosine dioxygenase TET,2023,0.198
H7BXT4,,1365,0.495
C9JME6,,121,
Q5T657,,155,
C9JFM4,,98,0.429
H0Y2W2,,139,0.396
J3QT38,Exocyst complex component,681,0.031
M0R2R1,,74,
E9PBP8,glucuronosyltransferase,369,
E9PIX1,,201,
K7EMV0,,123,
M0QXG5,,101,
H3BNJ0,,90,
H3BTQ6,,70,
M0R0K6,,66,0.379
K7EL22,,107,
D6R950,,68,
F8WF61,,61,
A0A0G2JNR0,,160,
G5E9S8,Kinesin light chain,549,0.089
F8VWH9,,340,0.329
Q5TG37,,132,
A0A994J7E8,,51,
A0A590UJP3,,152,0.191
H0Y8J6,,260,
S4R3Z4,,46,
D6RFI0,Sideroflexin-1,193,
C9JVY5,,778,0.505
A0A0M3HER0,,73,0.795
H3BMH2,,155,
A0A804HL80,,266,
A0A494C0Q8,Uroporphyrinogen decarboxylase,332,
J3QRH2,,71,
A0A7I2V4J2,,468,0.224
J3QS81,,87,
A0A3B3ITQ6,non-specific serine/threonine protein kinase,857,0.182
H7C4T3,,45,
A0A8Q3SHR3,,112,0.205
A0A494C053,,598,0.258
A0A2R8Y4I5,,736,0.346
C9JI76,Mitochondrial fission factor,32,
K7EKR7,,31,1.0
A0A9L9PXP8,,455,0.38
H7C0B3,,538,
H3BTH8,,422,
A0A8V8TP38,Myeloid differentiation primary response protein MyD88,179,
H0YLY0,non-specific serine/threonine protein kinase,1685,0.09
G3V4A5,Mediator of RNA polymerase II transcription subunit 6,249,0.221
C9JI79,,70,0.657
A0A1B0GVU9,glutamine--tRNA ligase,736,
A0A8V8TQQ8,,410,0.141
A0A8I5KYZ5,,86,0.256
G3V4W6,,136,0.449
A0A8I5KWP7,,141,0.745
A0A8I5KW25,Intraflagellar transport protein 122 homolog,976,
A0A8V8TQ00,,76,
H0YG03,,163,
H0Y9R6,,79,0.266
A0A1W2PPZ7,,394,0.53
E7EPP8,"Cholesterol side-chain cleavage enzyme, mitochondrial",414,
F5GX20,,237,
A2A2Q9,Protein AAR2 homolog,398,
J3QQJ4,,184,0.136
A0A8I5KQ45,Kinesin-like protein,649,0.055
F8WBU2,,90,0.356
F5H1B0,,205,0.098
A0A8Q3SIW4,,393,0.071
D6REP5,,288,0.476
C9J9Z5,,191,
H7BZG3,,23,
F8W1N7,,77,
H0YDS8,,186,0.14
H7C2Y8,,128,
Q5T949,Serine/threonine-protein phosphatase 2A activator,300,0.243
J3KS28,Angiotensin-converting enzyme,314,
H0YID5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,161,
H0Y8J0,,48,
J3QLV5,,74,
I3L4W4,L-serine ammonia-lyase,93,
E5RII0,,174,
Q5T0A1,Alkyl transferase,209,
K7EKL6,,39,1.0
A0A8V8TMU9,,561,0.109
C9JUQ8,,282,
A0A087WVU1,,305,0.184
M0R2V0,hyaluronan synthase,585,
F8VPX5,,25,
J3KS17,,104,
K7EK72,,71,
H0YMS4,non-specific serine/threonine protein kinase,123,0.447
J3KSF5,,82,
A0A8I5QKI5,,119,0.311
F8W0C2,,200,0.215
M0QYG1,,114,0.658
A0A7P0T900,cathepsin X,294,
H0YJN9,,91,
A0A087X0C1,,732,0.314
K7EJZ2,,135,
B1AKB5,,334,0.335
F8WCQ7,,37,0.541
A0A804HLC4,,47,
A0A7P0SBL1,Ribonucleoside-diphosphate reductase subunit M2,339,
F5GY34,,63,
A0A087WZ26,,201,0.1
H0YA03,,42,
A0A590UJG9,Beta-microseminoprotein,118,
E5RGF8,,94,
E7EWV2,,139,
A0A804HKL7,,271,
A0A8Q3WKQ2,,384,
A0A0A0MR94,Natural cytotoxicity triggering receptor 1,287,
E5RK19,,52,
G3V235,,109,
G3V367,,289,0.291
A0A6Q8PF16,Protein NDRG1,120,
E9PEQ6,Peptidyl-prolyl cis-trans isomerase,250,0.108
A0A8I5KZA5,,421,0.297
F5GXH2,L-lactate dehydrogenase A chain,143,
H3BUN6,,131,
A0A1B0GVF6,,100,
U3KPW0,,159,0.579
B5MC79,,136,0.162
M0R0P3,,125,
M0QZG6,Lysosomal alpha-mannosidase,172,
A0A8Q3SIY4,,176,
A0A8Q3WKG3,Small ribosomal subunit protein uS5m,384,
M0QZN8,,35,
D6R9P8,,81,
D6RDZ9,,122,
F8WDH5,,192,0.109
D6RAV9,,44,
K7ENT5,,82,1.0
H0YCU8,,53,
H0Y345,,60,
C9JGQ4,,60,
D6R955,,114,1.0
A0A6I8PRR4,,115,
F8WC63,,114,0.5
V9GYE4,,55,
J3QLD7,inositol-3-phosphate synthase,182,
E7ETX3,,122,
D6REK3,Spliceosome-associated protein CWC27 homolog,381,0.178
F5GZH9,,126,0.183
H3BN81,Non-structural maintenance of chromosomes element 1 homolog,73,
H3BMK1,,57,
A0A0A0MSU1,,663,0.341
M0QZ56,,76,
E5RHU9,,79,0.392
A0A1W2PP65,,59,
A0A1B0GTP6,,363,0.457
C9JC21,,176,
H0YKQ8,,942,0.051
A0A140TA71,phosphoribosylglycinamide formyltransferase 1,223,
C9JBE1,Aspartyl aminopeptidase,331,
H0YNQ8,,317,
G3V3X7,AP complex subunit sigma,133,
A0A286YF52,,159,0.126
A0A7I2V2J7,,374,0.094
H0YMW2,,1745,0.261
A0A2R8Y5A2,,577,0.154
A0A804HKI4,,224,0.478
X6RFD4,,226,
A0A7I2YQD8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",431,
K7ENA1,V-type proton ATPase subunit a,862,
A0A7P0TAD1,,57,
A0A087WU01,,22,
D6REC1,,67,
H3BM45,,1149,0.083
A0A3B3ISJ8,,867,0.055
E5RGA8,,62,
H0YKT9,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1",152,0.132
A0A3B3ITE9,Protein jagunal homolog 1,50,
M0R359,,160,
A0A494C1N7,,169,
I3L333,C-X-C motif chemokine 16,93,
D6RCQ1,,201,
H0YEV8,Phosphatidylinositol-3-phosphatase SAC1,165,
H3BM40,,199,
H7C189,Ubiquitin carboxyl-terminal hydrolase,621,0.101
B2ZWG9,,40,
K7ESI5,,130,
A0A024R161,Guanine nucleotide-binding protein subunit gamma,153,
A0A0D9SER5,,783,0.552
C9JC48,,169,
C9J8S8,,202,
A0A804HLC9,,153,
E9PKV5,,210,
E5RGA3,,58,
A0A9L9PXL4,,1704,0.143
E9PLN4,,151,
U3KQ23,,20,
F8WAZ2,,41,1.0
H7C5C1,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",56,
C9J871,,83,
C9JZR9,,178,
J3KT66,Phosphoinositide 3-kinase regulatory subunit 5,93,
F5H7Y7,,583,
K7EQH6,,162,
K7ERI3,,68,
H0YHF9,E3 ubiquitin-protein ligase,172,
E9PDS8,,529,
F5GY16,,127,
A3QK36,,101,
E7EQ78,Transient receptor potential cation channel subfamily V member 1,850,0.068
A8MZH8,,107,
A0A1B0GW36,,1829,0.214
A0A1W2PPH4,UDP-N-acetylglucosamine transporter,315,
A0A0A0MSI7,Vascular permeability factor,389,0.465
A0A8V8TNZ5,ADP-ribosylation factor,158,
A0A2R8YFT6,,642,0.103
H7C529,,50,1.0
J3KS14,,104,0.904
A0A3B3IS80,Fructose-bisphosphate aldolase,342,
C9JD82,,176,0.136
D6RA59,,42,0.476
A0A1B0GUR6,,38,
H7C1M8,,64,0.469
A0A2R8Y7Q9,Ceramide transfer protein,566,0.042
A0A590UJ35,,70,
A0A6Q8PGY6,,960,
A0A3B3IT11,,288,
A0A9L9PWZ4,,89,
E7ETB9,,5422,0.036
A0AAA9X2X8,,792,
A0A2R8Y4N5,,460,0.485
A0A5H1ZRS1,,2016,0.401
A0A7I2V520,,97,0.845
F5H797,,109,
D6RBP2,,65,0.308
A0A7P0TBK8,,171,
E7EPW4,"Troponin T, cardiac muscle",281,0.637
A0A994J5A7,Synaptotagmin,364,0.082
A0A8V8TPG3,,141,
Q5JWV3,,106,0.189
A0A8V8TQL1,Choline/ethanolaminephosphotransferase 1,213,0.094
H0Y789,,165,0.224
H0YEU9,XK-related protein,92,
B1AH90,,347,
E5RG29,,198,0.328
E5RK97,,75,
F8W9J4,,7461,0.041
A0A087WUH9,Serine/threonine-protein kinase PLK,671,0.085
A0A8I5KS79,,512,0.137
F8W7H5,,256,0.281
E7ES84,,1134,
H3BQ25,,117,
E7EW50,Nuclear receptor corepressor 1,545,0.466
A0A8I5KPG1,Protein transport protein sec16,2100,0.397
U3KQQ8,,83,
C9JXM9,,19,
C9JBS6,,142,
A0A8Q3SHW0,,787,0.403
A0A8V8TPN8,,602,0.281
D6RJD7,,116,
C9JXB9,,244,0.225
G3V198,,1314,
K4DIB6,Mitochondrial glutamate carrier 1,156,
M0R0P8,,2157,0.268
D6RA71,,188,0.154
F6RJU0,,244,
H0Y9B4,,25,
F8VXH9,,160,
H7C041,,697,
J3QLF2,,121,0.331
C9JBR8,,73,0.616
A0A8I5QJH1,,880,0.074
H7C094,,110,
C9JKT9,,89,
H7C4X3,,25,
C9J4T6,Multifunctional fusion protein,95,
A0A6Q8PGM6,,130,
M0QX69,,69,
C9JM97,,75,
K7EKS0,,166,
H0YBD1,Pecanex-like protein,181,
H0YC09,,49,
H0Y6Y0,,387,
E9PL92,,103,0.223
A0A8I5KR86,,55,
A0A1B0GXJ6,,117,0.521
H0Y474,V-type proton ATPase subunit G,158,0.608
H7C1I5,,80,1.0
G3V3E1,,926,0.482
F8VZU9,,103,
M0R3E6,,152,
H7BZC4,,57,
J3KPI6,Mitogen-activated protein kinase kinase kinase,1081,0.343
F8VPF1,,93,
A0A8V8TLA0,,1449,0.083
A0A087WT76,,31,
E5RK45,5-hydroxytryptamine receptor 4,371,
H0YD37,,206,
H0Y9A6,,666,
A0A087WTT7,,116,
A0A0U1RR59,,183,
H7C534,,86,0.407
F8VSL7,,168,0.131
E9PBX6,Transmembrane protein 267,113,
K7EJ83,,213,
A0A0B4J233,,97,
U3KQ86,,226,
J3KP61,,109,0.312
H7C5M6,,44,
Q5SZW8,T-complex protein 1 subunit gamma,188,
C9J7K7,,50,
C9JCA6,,142,0.204
E9PPH4,,83,
E9PMC7,,153,
D6RC83,,230,
E7EV99,,632,0.229
M0QYI8,,172,0.378
E9PJK4,,840,0.208
H0YCA7,,104,
E9PJM0,6-pyruvoyltetrahydropterin synthase,61,
E9PN46,,67,
E9PSG7,,91,
A0A0J9YWA1,,610,0.052
U3KQ78,,33,
D6RJH4,,103,0.252
X6R8M6,,277,0.162
H3BR99,,90,
H0YFD2,,186,0.516
F8VW98,Vasopressin V1a receptor,186,0.156
K7ENQ0,,378,
C9JSK0,Protein unc-119 homolog A,208,0.288
M0R3E1,,173,
A0A0U1RR85,Receptor expression-enhancing protein,84,
K7EJL8,,34,
J3KS25,RNA helicase,187,
G3V4Q3,,35,
U3KQ42,,101,0.238
H0YI15,,61,1.0
A0A087WUB1,,1054,0.17
G3V2V3,,167,
M0QZS0,,812,0.344
C9J4S4,,98,
H0YJ57,,137,0.328
C9J2N5,,30,
M0R274,,59,
F5H4E5,,617,0.099
E9PCD7,Alpha-mannosidase,958,0.021
H0Y797,,184,0.473
I3L2G6,,180,0.317
K7EKY0,,158,
F8VS78,,126,
A0A0G2JPK5,,489,
I3L1M3,,125,
A0A087WXI4,,163,
H7BZE1,,154,0.221
A0A0G2JQF5,,1041,0.338
A0A0J9YWM6,,41,
M0R302,,137,
I3L4D6,,486,0.852
H0YJZ1,,52,1.0
H3BQN5,,293,
H7BYE6,,601,0.121
A0A494C0J2,,508,
A0A087WVF1,,275,0.8
C9JU37,,72,
A0A8J8YUH5,,191,
S4R3Q7,,39,
H3BPB2,,102,0.225
A0A494C0D6,,257,
E9PRA9,,115,1.0
J9JIC7,,340,
H0YLT5,,102,
K7EJP8,,138,0.717
B0QYS6,,490,0.367
K7EMR9,,169,0.16
A0A0G2JMC3,,110,0.327
K7EQW6,,84,0.452
A0A1W2PQD1,,69,
M0QZ43,,676,0.794
A0A8Q3SIA2,,308,
R4GMT5,,171,
F8W0R5,,131,0.382
H0YNW3,,126,0.167
A0A087X237,WD repeat-containing protein 18,144,
A0A087X1F0,,28,
A0A1W2PS30,BTB/POZ domain-containing protein KCTD7,238,0.147
H0YHP5,,72,
C9JTN4,,70,0.829
H7BZ87,,82,
K7ES96,,320,0.084
A0A0C4DGJ9,,115,
M0R2G6,dipeptidyl-peptidase IV,140,0.229
A0A1D5RMR1,,10,
K7EJ20,Glutathione peroxidase,242,0.149
K7ER03,,74,
A0A0C4DGJ6,,504,0.885
A0A2R8Y5N3,,1174,
A0A5F9ZH66,non-specific protein-tyrosine kinase,95,
A0A7I2PJA1,,1569,0.337
A0A2R8YEH4,,493,0.103
A0A8I5KS80,,113,0.496
A0A8I5QKV3,Arginyl-tRNA--protein transferase 1,434,0.067
A0A669KAZ2,,231,
A0A590UJ61,,830,0.075
H3BTH2,,68,
V9GYS2,,52,1.0
A0A8I5KW97,,161,0.801
E5RH96,,68,
A0A8I5KYJ3,,896,0.073
A0A5F9ZH82,Lysosomal acid phosphatase,305,
F5GY70,,38,
A0A1C7CYZ0,Active breakpoint cluster region-related protein,871,0.067
F8WEA2,,54,
G3V2N2,,494,0.2
F8WDZ9,,50,
H7C5H6,,54,
B1ALA9,Ribose-phosphate pyrophosphokinase 1,285,
A0A6Q8PFN8,Elongator complex protein 1,928,
B0QZE1,,148,0.149
E9PD70,,86,
H0YCD3,,122,
E9PM14,NADH dehydrogenase [ubiquinone] 1 subunit C2,107,
H0YCT1,,93,
A0A2R8Y7Y7,,1081,0.273
H3BNX3,FAD/NAD(P)-binding domain-containing protein,289,
F6RTR7,,234,
H0YMD9,,65,
A0A087X0B9,protein-tyrosine-phosphatase,2332,
F5H5M1,,344,0.128
K7EJV9,Large ribosomal subunit protein uL23,170,0.353
F8WDG7,,157,
H3BQ24,Fanconi-associated nuclease,430,0.163
A0A494C1T7,,295,
E7EW14,Phospholipase A1,115,
A0A0G2JRA5,,389,0.324
A0A7I2V639,non-specific serine/threonine protein kinase,689,0.37
A0A0G2JQ44,,651,0.246
K7ENI0,,95,0.684
C9JE46,Neurexophilin-1,139,
C9IYZ8,,78,0.821
A0A8V8TLP4,Xaa-Pro dipeptidase,495,
A0A6Q8PGA6,Elongator complex protein 1,446,
A0A804HJS2,,2170,
A0A494C181,,206,
A0A8V8TLZ5,,314,
A0A994J597,,346,0.185
A0A3B3IT92,DNA replication licensing factor MCM4,904,0.106
C9J8U9,,41,
C9IZ29,,118,
A0A7P0TAT0,Alkaline ceramidase,112,
A0A669KB18,,183,
F8WFA9,,89,
H0YLR3,,89,0.753
F5H081,"Solute carrier family 2, facilitated glucose transporter member 4",451,
A0A8I5KVA8,,689,0.271
H0YCV3,ubiquitinyl hydrolase 1,456,0.112
Q5SVL2,,222,0.135
C9JXR5,,73,
H7C5A3,,32,
F6UXB6,,76,0.316
A0A9L9PXZ3,MAP kinase-activating death domain protein,1577,0.28
F8VRQ9,,159,
A8MW50,L-lactate dehydrogenase,232,
H0Y8S4,,66,
E5RI37,,134,
F8W850,,52,
E7EWE8,,144,0.194
F5GZZ6,"dolichyl-P-Glc:Glc2Man9GlcNAc2-PP-dolichol alpha-1,2-glucosyltransferase",126,
F8WDR2,tRNA (adenine(58)-N(1))-methyltransferase,366,0.235
A0A804HJE3,,217,0.124
H0YN61,,32,
E5RHE3,,147,
F8W0F6,,231,
D6R9I6,,89,1.0
D6R9C1,Stress-activated protein kinase JNK,158,
A0A0B4J225,,103,
E7EVJ4,Double-stranded RNA-binding protein Staufen homolog 2,511,0.135
A0A804HIH7,,330,0.079
A0A087WYV3,,179,0.52
J3QT43,,103,
M0QXN5,,446,0.105
C9JGV1,,217,
H3BPE6,,27,
B8ZZJ0,,58,
C9JIE2,,599,0.28
C9JT62,,96,
A0A088AWP5,Protein prune homolog 2,3062,0.391
F5H3Q6,,128,0.328
H0Y8P1,,15,
H0YE25,Glutamine amidotransferase-like class 1 domain-containing protein 1,144,
H3BUW0,,182,
J3KSC7,,75,
K7EKX2,,74,
J3KR66,,373,
D6RJ05,,129,
D6RA19,,34,
F8W7G9,,104,1.0
E5RHV7,,123,
D6RDK5,,44,
H3BQZ6,,392,0.143
M0QZQ2,Mediator of RNA polymerase II transcription subunit 25,796,0.392
A0A1B0GWD3,Battenin,399,0.143
H0YJP1,,258,
B8ZZK0,,138,0.167
F5H895,,65,0.323
J3QKY4,,144,0.16
H3BTZ1,,170,0.247
K7ELY9,,229,
H0YMX7,,58,
B8ZZS4,,516,0.254
H0Y8R5,Small ribosomal subunit protein RACK1,138,
C9JPH4,,90,0.289
M0R2C7,,291,0.175
F2Z3N8,,186,0.172
K7EQ78,P2X purinoceptor,431,0.179
A0A2R8YCF6,,116,
K7EQK3,,65,
A0A286YFA3,,87,
A0A7I2V5S0,,230,
A0A2R8Y5G2,Protein 4.1,782,0.348
A0A7I2V5T3,Integrin beta,380,0.087
A0A7I2V5V8,Eukaryotic translation initiation factor 3 subunit I,270,
A0A3B3ISF0,,1115,0.476
J3KPF0,,4416,0.058
A0AAA9YHK5,,183,0.35
A0A8I5KSA0,,51,0.549
A0A2R8YD12,Serpin B6,332,
A0A6Q8PFW1,,432,0.076
A0A8V8TL98,,161,
A0A8Q3WKX9,,733,0.385
A0A590UJ15,,51,0.529
C9JY20,,123,
A0A8Q3SI19,,187,0.626
E9PMA4,,443,0.183
A0A7P0TAD8,Alkaline ceramidase,179,
A0A087WY11,,12,
H0YLR4,,127,0.189
A0A494C0G2,,61,1.0
